,year,state,hs_grad,rank_a,bachelors,rank_b,adv_degree,rank_c,avg_income,dem_name,rep_name,dem_spend,rep_spend,dem_pac,rep_pac,inflation_rate,poverty_rate,stock_change,unemployment_rate,perc_urban,rep_sen,rep_house,campaign_fund,rep_legis,rep_win,stateGDP
375,2007,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,57228.0,,,,,,,4.08,11.0,9.81,4.5,62.9125,,,,,,
376,2008,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,58091.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,11.5,-40.54,4.5,63.275,0.49,0.4644,0.2397,45.0,0.0,0.9589264684613951
377,2009,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,55227.0,,,,,,,2.72,11.8,43.89,6.8,63.6375,,,,,,
378,2010,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,54853.0,,,,,,,1.5,12.6,16.91,7.3,64.0,,,,,,
379,2011,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,57163.0,,,,,,,2.96,12.8,-1.8,6.7,,,,,,,
380,2012,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,57818.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,12.7,15.91,6.1,,0.51,0.5563,0.396,56.0,0.0,0.9966360030732809
381,2013,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,63405.0,,,,,,,1.5,12.7,38.32,6.0,,,,,,,
382,2014,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,59918.0,,,,,,,0.76,12.2,13.4,5.3,,,,,,,
383,2015,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,62965.0,,,,,,,0.73,12.2,5.73,4.8,,,,,,,
384,1992,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,,,,,,,,2.9,,15.45,4.8,,,,,,,
385,1993,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,,,,,,,,2.75,,14.75,5.4,,,,,,,
386,1994,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,,,,,,,,2.67,,-3.2,5.6,,,,,,,
387,1995,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,,,,,,,,2.54,,39.92,5.4,,,,,,,
388,1996,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,,,,,,,,3.32,,22.71,4.6,,,,,,,
389,1997,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,,,,,,,,1.7,,21.64,4.7,,,,,,,
390,1998,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,,,,,,,,1.61,,39.63,4.0,,,,,,,
391,1999,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,,,,,,,,2.68,,85.59,3.6,,,,,,,
392,2000,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,57481.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,9.5,-39.29,3.7,71.4,0.55,0.5195,0.6079,63.0,1.0,0.8928523504942522
393,2001,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,58234.0,,,,,,,1.55,11.3,-21.05,4.5,71.75,,,,,,
394,2002,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,59096.0,,,,,,,2.38,12.1,-31.53,5.5,72.1,,,,,,
395,2003,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,53423.0,,,,,,,1.88,10.8,50.01,5.7,72.45,,,,,,
396,2004,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,52882.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,10.5,8.59,6.0,72.625,0.51,0.5264,0.5162,67.0,1.0,0.8667942990853008
397,2005,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,55517.0,,,,,,,3.42,11.7,1.37,5.8,72.8,,,,,,
398,2006,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,57477.0,,,,,,,2.54,12.4,9.52,4.9,72.975,,,,,,
399,2007,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,54643.0,,,,,,,4.08,11.2,9.81,4.6,73.15,,,,,,
400,2008,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,51215.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,11.3,-40.54,4.6,73.5,0.49,0.4644,0.2397,65.0,1.0,0.951426623416872
401,2009,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,51890.0,,,,,,,2.72,13.4,43.89,6.2,73.85,,,,,,
402,2010,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,50406.0,,,,,,,1.5,13.6,16.91,7.7,74.2,,,,,,
403,2011,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,53485.0,,,,,,,2.96,13.8,-1.8,7.4,,,,,,,
404,2012,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,54266.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,14.0,15.91,6.4,,0.51,0.5563,0.396,75.0,1.0,0.9447847664929301
405,2013,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,50403.0,,,,,,,1.5,14.0,38.32,6.1,,,,,,,
406,2014,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,55393.0,,,,,,,0.76,13.6,13.4,5.1,,,,,,,
407,2015,Kansas,90.2,17.0,31.0,16.0,11.0,19.0,56768.0,,,,,,,0.73,13.0,5.73,4.7,,,,,,,
408,1992,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,,,,,,,,2.9,,15.45,7.9,,,,,,,
409,1993,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,,,,,,,,2.75,,14.75,7.4,,,,,,,
410,1994,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,,,,,,,,2.67,,-3.2,6.4,,,,,,,
411,1995,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,,,,,,,,2.54,,39.92,6.0,,,,,,,
412,1996,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,,,,,,,,3.32,,22.71,6.4,,,,,,,
413,1997,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,,,,,,,,1.7,,21.64,6.8,,,,,,,
414,1998,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,,,,,,,,1.61,,39.63,5.2,,,,,,,
415,1999,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,,,,,,,,2.68,,85.59,5.4,,,,,,,
416,2000,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,53348.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,16.4,-39.29,4.7,55.8,0.55,0.5195,0.6079,39.0,1.0,0.79422552220781
417,2001,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,50231.0,,,,,,,1.55,15.4,-21.05,5.2,56.125,,,,,,
418,2002,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,49348.0,,,,,,,2.38,15.6,-31.53,6.6,56.45,,,,,,
419,2003,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,46325.0,,,,,,,1.88,17.4,50.01,6.7,56.775,,,,,,
420,2004,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,46178.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,17.4,8.59,6.3,56.9375,0.51,0.5264,0.5162,41.0,1.0,0.796915549883004
421,2005,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,48123.0,,,,,,,3.42,16.8,1.37,6.1,57.1,,,,,,
422,2006,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,46757.0,,,,,,,2.54,17.0,9.52,6.5,57.2625,,,,,,
423,2007,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,46963.0,,,,,,,4.08,17.3,9.81,6.3,57.425,,,,,,
424,2008,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,48863.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,17.3,-40.54,5.9,57.75,0.49,0.4644,0.2397,42.0,1.0,0.782525154438958
425,2009,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,46313.0,,,,,,,2.72,18.6,43.89,10.0,58.075,,,,,,
426,2010,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,43534.0,,,,,,,1.5,19.0,16.91,11.5,58.4,,,,,,
427,2011,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,43947.0,,,,,,,2.96,19.1,-1.8,10.7,,,,,,,
428,2012,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,44435.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,19.4,15.91,9.0,,0.51,0.5563,0.396,46.0,1.0,0.7905600431920591
429,2013,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,47303.0,,,,,,,1.5,18.0,38.32,8.9,,,,,,,
430,2014,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,44346.0,,,,,,,0.76,19.1,13.4,8.1,,,,,,,
431,2015,Kentucky,84.2,45.0,22.3,47.0,9.2,36.0,43857.0,,,,,,,0.73,18.5,5.73,6.1,,,,,,,
432,1992,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,,,,,,,,2.9,,15.45,8.2,,,,,,,
433,1993,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,,,,,,,,2.75,,14.75,8.3,,,,,,,
434,1994,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,,,,,,,,2.67,,-3.2,8.9,,,,,,,
435,1995,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,,,,,,,,2.54,,39.92,7.9,,,,,,,
436,1996,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,,,,,,,,3.32,,22.71,7.5,,,,,,,
437,1997,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,,,,,,,,1.7,,21.64,6.7,,,,,,,
438,1998,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,,,,,,,,1.61,,39.63,5.9,,,,,,,
439,1999,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,,,,,,,,2.68,,85.59,5.6,,,,,,,
440,2000,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,46249.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,20.0,-39.29,5.5,72.6,0.55,0.5195,0.6079,31.0,1.0,0.9097598067719279
441,2001,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,46468.0,,,,,,,1.55,19.1,-21.05,6.4,72.675,,,,,,
442,2002,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,44767.0,,,,,,,2.38,18.8,-31.53,6.9,72.75,,,,,,
443,2003,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,47391.0,,,,,,,1.88,20.3,50.01,6.9,72.825,,,,,,
444,2004,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,46853.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,19.4,8.59,6.6,72.8625,0.51,0.5264,0.5162,36.0,1.0,0.950989151244416
445,2005,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,44471.0,,,,,,,3.42,19.8,1.37,6.3,72.9,,,,,,
446,2006,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,48963.0,,,,,,,2.54,19.0,9.52,6.1,72.9375,,,,,,
447,2007,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,45154.0,,,,,,,4.08,18.6,9.81,4.9,72.975,,,,,,
448,2008,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,52035.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,17.3,-40.54,4.8,73.05,0.49,0.4644,0.2397,45.0,1.0,0.9623354889361792
449,2009,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,44280.0,,,,,,,2.72,17.3,43.89,6.7,73.125,,,,,,
450,2010,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,44410.0,,,,,,,1.5,18.7,16.91,8.2,73.2,,,,,,
451,2011,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,41806.0,,,,,,,2.96,20.4,-1.8,8.8,,,,,,,
452,2012,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,41762.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,19.9,15.91,8.0,,0.51,0.5563,0.396,57.0,1.0,0.944390223643499
453,2013,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,48933.0,,,,,,,1.5,19.8,38.32,8.0,,,,,,,
454,2014,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,43952.0,,,,,,,0.76,19.8,13.4,5.9,,,,,,,
455,2015,Louisiana,83.4,47.0,22.5,46.0,7.7,46.0,47515.0,,,,,,,0.73,19.6,5.73,7.3,,,,,,,
456,1992,Maine,91.6,8.0,29.0,22.0,10.3,24.0,,,,,,,,2.9,,15.45,9.0,,,,,,,
457,1993,Maine,91.6,8.0,29.0,22.0,10.3,24.0,,,,,,,,2.75,,14.75,8.3,,,,,,,
458,1994,Maine,91.6,8.0,29.0,22.0,10.3,24.0,,,,,,,,2.67,,-3.2,8.5,,,,,,,
459,1995,Maine,91.6,8.0,29.0,22.0,10.3,24.0,,,,,,,,2.54,,39.92,7.7,,,,,,,
460,1996,Maine,91.6,8.0,29.0,22.0,10.3,24.0,,,,,,,,3.32,,22.71,6.5,,,,,,,
461,1997,Maine,91.6,8.0,29.0,22.0,10.3,24.0,,,,,,,,1.7,,21.64,6.1,,,,,,,
462,1998,Maine,91.6,8.0,29.0,22.0,10.3,24.0,,,,,,,,1.61,,39.63,6.2,,,,,,,
463,1999,Maine,91.6,8.0,29.0,22.0,10.3,24.0,,,,,,,,2.68,,85.59,4.9,,,,,,,
464,2000,Maine,91.6,8.0,29.0,22.0,10.3,24.0,50815.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,10.1,-39.29,4.5,40.2,0.55,0.5195,0.6079,46.0,0.0,0.8163662387619091
465,2001,Maine,91.6,8.0,29.0,22.0,10.3,24.0,50356.0,,,,,,,1.55,10.6,-21.05,4.0,40.0125,,,,,,
466,2002,Maine,91.6,8.0,29.0,22.0,10.3,24.0,49585.0,,,,,,,2.38,11.1,-31.53,5.0,39.825,,,,,,
467,2003,Maine,91.6,8.0,29.0,22.0,10.3,24.0,53765.0,,,,,,,1.88,10.5,50.01,5.6,39.6375,,,,,,
468,2004,Maine,91.6,8.0,29.0,22.0,10.3,24.0,55267.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,12.3,8.59,5.6,39.54375,0.51,0.5264,0.5162,45.0,0.0,0.8315039353329079
469,2005,Maine,91.6,8.0,29.0,22.0,10.3,24.0,55627.0,,,,,,,3.42,12.6,1.37,5.6,39.45,,,,,,
470,2006,Maine,91.6,8.0,29.0,22.0,10.3,24.0,56762.0,,,,,,,2.54,12.9,9.52,5.3,39.35625,,,,,,
471,2007,Maine,91.6,8.0,29.0,22.0,10.3,24.0,53902.0,,,,,,,4.08,12.0,9.81,5.2,39.2625,,,,,,
472,2008,Maine,91.6,8.0,29.0,22.0,10.3,24.0,54404.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,12.3,-40.54,5.7,39.075,0.49,0.4644,0.2397,41.0,0.0,0.795603396624037
473,2009,Maine,91.6,8.0,29.0,22.0,10.3,24.0,54005.0,,,,,,,2.72,12.3,43.89,8.4,38.8875,,,,,,
474,2010,Maine,91.6,8.0,29.0,22.0,10.3,24.0,54279.0,,,,,,,1.5,12.9,16.91,9.2,38.7,,,,,,
475,2011,Maine,91.6,8.0,29.0,22.0,10.3,24.0,52581.0,,,,,,,2.96,14.1,-1.8,9.1,,,,,,,
476,2012,Maine,91.6,8.0,29.0,22.0,10.3,24.0,52828.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,14.7,15.91,8.7,,0.51,0.5563,0.396,53.0,0.0,0.78295990198725
477,2013,Maine,91.6,8.0,29.0,22.0,10.3,24.0,57925.0,,,,,,,1.5,14.0,38.32,8.2,,,,,,,
478,2014,Maine,91.6,8.0,29.0,22.0,10.3,24.0,53595.0,,,,,,,0.76,14.1,13.4,7.1,,,,,,,
479,2015,Maine,91.6,8.0,29.0,22.0,10.3,24.0,52516.0,,,,,,,0.73,13.4,5.73,5.9,,,,,,,
480,1992,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,,,,,,,,2.9,,15.45,7.4,,,,,,,
481,1993,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,,,,,,,,2.75,,14.75,6.8,,,,,,,
482,1994,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,,,,,,,,2.67,,-3.2,6.2,,,,,,,
483,1995,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,,,,,,,,2.54,,39.92,5.4,,,,,,,
484,1996,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,,,,,,,,3.32,,22.71,5.9,,,,,,,
485,1997,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,,,,,,,,1.7,,21.64,5.5,,,,,,,
486,1998,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,,,,,,,,1.61,,39.63,5.3,,,,,,,
487,1999,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,,,,,,,,2.68,,85.59,4.2,,,,,,,
488,2000,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,74296.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,9.3,-39.29,3.7,86.1,0.55,0.5195,0.6079,27.0,0.0,1.02023974594087
489,2001,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,77074.0,,,,,,,1.55,8.1,-21.05,3.9,86.2375,,,,,,
490,2002,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,69894.0,,,,,,,2.38,8.1,-31.53,5.1,86.375,,,,,,
491,2003,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,74285.0,,,,,,,1.88,8.2,50.01,4.7,86.5125,,,,,,
492,2004,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,76141.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,8.8,8.59,4.7,86.58125,0.51,0.5264,0.5162,30.0,0.0,1.07523931078494
493,2005,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,77597.0,,,,,,,3.42,8.2,1.37,4.6,86.65,,,,,,
494,2006,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,77782.0,,,,,,,2.54,7.8,9.52,3.9,86.71875,,,,,,
495,2007,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,72715.0,,,,,,,4.08,8.3,9.81,4.0,86.7875,,,,,,
496,2008,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,73513.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,8.1,-40.54,3.6,86.925,0.49,0.4644,0.2397,27.0,0.0,1.0924774281523102
497,2009,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,72336.0,,,,,,,2.72,9.1,43.89,6.5,87.0625,,,,,,
498,2010,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,75232.0,,,,,,,1.5,9.9,16.91,8.1,87.2,,,,,,
499,2011,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,76838.0,,,,,,,2.96,10.1,-1.8,7.8,,,,,,,
500,2012,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,68787.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,10.3,15.91,7.4,,0.51,0.5563,0.396,29.0,0.0,1.1214984322113102
501,2013,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,73099.0,,,,,,,1.5,10.1,38.32,7.3,,,,,,,
502,2014,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,78942.0,,,,,,,0.76,10.1,13.4,6.4,,,,,,,
503,2015,Maryland,89.4,23.0,37.9,3.0,17.3,2.0,76146.0,,,,,,,0.73,9.7,5.73,5.9,,,,,,,
504,1992,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,,,,,,,,2.9,,15.45,9.4,,,,,,,
505,1993,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,,,,,,,,2.75,,14.75,8.6,,,,,,,
506,1994,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,,,,,,,,2.67,,-3.2,7.3,,,,,,,
507,1995,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,,,,,,,,2.54,,39.92,6.4,,,,,,,
508,1996,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,,,,,,,,3.32,,22.71,5.7,,,,,,,
509,1997,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,,,,,,,,1.7,,21.64,4.9,,,,,,,
510,1998,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,,,,,,,,1.61,,39.63,4.2,,,,,,,
511,1999,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,,,,,,,,2.68,,85.59,3.9,,,,,,,
512,2000,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,72523.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,9.6,-39.29,3.6,91.4,0.55,0.5195,0.6079,18.0,0.0,1.22413561747998
513,2001,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,68121.0,,,,,,,1.55,8.7,-21.05,3.7,91.475,,,,,,
514,2002,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,68078.0,,,,,,,2.38,8.9,-31.53,5.5,91.55,,,,,,
515,2003,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,67672.0,,,,,,,1.88,9.4,50.01,6.3,91.625,,,,,,
516,2004,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,70485.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,9.2,8.59,6.2,91.6625,0.51,0.5264,0.5162,15.0,0.0,1.2273771537970601
517,2005,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,67435.0,,,,,,,3.42,10.3,1.37,5.6,91.7,,,,,,
518,2006,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,69288.0,,,,,,,2.54,9.9,9.52,5.5,91.7375,,,,,,
519,2007,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,68845.0,,,,,,,4.08,9.9,9.81,5.6,91.775,,,,,,
520,2008,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,68000.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,10.0,-40.54,5.4,91.85,0.49,0.4644,0.2397,12.0,0.0,1.25458151691081
521,2009,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,68655.0,,,,,,,2.72,10.3,43.89,7.9,91.925,,,,,,
522,2010,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,69156.0,,,,,,,1.5,11.4,16.91,9.6,92.0,,,,,,
523,2011,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,68088.0,,,,,,,2.96,11.6,-1.8,8.5,,,,,,,
524,2012,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,66364.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,11.9,15.91,7.4,,0.51,0.5563,0.396,18.0,0.0,1.29696617314201
525,2013,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,65906.0,,,,,,,1.5,11.9,38.32,7.6,,,,,,,
526,2014,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,65454.0,,,,,,,0.76,11.6,13.4,6.7,,,,,,,
527,2015,Massachusetts,89.8,19.0,40.5,1.0,17.7,1.0,70214.0,,,,,,,0.73,11.5,5.73,5.8,,,,,,,
528,1992,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,,,,,,,,2.9,,15.45,10.5,,,,,,,
529,1993,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,,,,,,,,2.75,,14.75,8.4,,,,,,,
530,1994,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,,,,,,,,2.67,,-3.2,8.1,,,,,,,
531,1995,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,,,,,,,,2.54,,39.92,6.0,,,,,,,
532,1996,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,,,,,,,,3.32,,22.71,5.8,,,,,,,
533,1997,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,,,,,,,,1.7,,21.64,5.5,,,,,,,
534,1998,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,,,,,,,,1.61,,39.63,4.8,,,,,,,
535,1999,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,,,,,,,,2.68,,85.59,4.6,,,,,,,
536,2000,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,62522.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,10.1,-39.29,3.8,74.7,0.55,0.5195,0.6079,55.0,0.0,0.9443351075725721
537,2001,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,58365.0,,,,,,,1.55,10.6,-21.05,5.3,74.6875,,,,,,
538,2002,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,60152.0,,,,,,,2.38,11.0,-31.53,7.2,74.675,,,,,,
539,2003,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,54971.0,,,,,,,1.88,11.4,50.01,7.3,74.6625,,,,,,
540,2004,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,57796.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,12.3,8.59,7.5,74.65625,0.51,0.5264,0.5162,57.0,0.0,0.9015954052329291
541,2005,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,59290.0,,,,,,,3.42,13.2,1.37,7.5,74.65,,,,,,
542,2006,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,58511.0,,,,,,,2.54,13.5,9.52,7.2,74.64375,,,,,,
543,2007,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,56824.0,,,,,,,4.08,14.0,9.81,7.7,74.6375,,,,,,
544,2008,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,52677.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,14.4,-40.54,7.7,74.625,0.49,0.4644,0.2397,49.0,0.0,0.823598685977562
545,2009,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,52140.0,,,,,,,2.72,16.2,43.89,12.1,74.6125,,,,,,
546,2010,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,53390.0,,,,,,,1.5,16.8,16.91,14.4,74.6,,,,,,
547,2011,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,53498.0,,,,,,,2.96,17.5,-1.8,11.5,,,,,,,
548,2012,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,51437.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,17.4,15.91,9.7,,0.51,0.5563,0.396,59.0,0.0,0.84025167680711
549,2013,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,59622.0,,,,,,,1.5,17.0,38.32,10.0,,,,,,,
550,2014,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,53901.0,,,,,,,0.76,16.2,13.4,8.4,,,,,,,
551,2015,Michigan,89.6,21.0,26.9,34.0,10.5,21.0,56083.0,,,,,,,0.73,15.8,5.73,6.7,,,,,,,
552,1992,Minnesota,92.4,2.0,33.7,10.0,11.2,17.0,,,,,,,,2.9,,15.45,6.0,,,,,,,
553,1993,Minnesota,92.4,2.0,33.7,10.0,11.2,17.0,,,,,,,,2.75,,14.75,6.1,,,,,,,
554,1994,Minnesota,92.4,2.0,33.7,10.0,11.2,17.0,,,,,,,,2.67,,-3.2,5.7,,,,,,,
555,1995,Minnesota,92.4,2.0,33.7,10.0,11.2,17.0,,,,,,,,2.54,,39.92,4.9,,,,,,,
556,1996,Minnesota,92.4,2.0,33.7,10.0,11.2,17.0,,,,,,,,3.32,,22.71,4.9,,,,,,,
557,1997,Minnesota,92.4,2.0,33.7,10.0,11.2,17.0,,,,,,,,1.7,,21.64,4.5,,,,,,,
558,1998,Minnesota,92.4,2.0,33.7,10.0,11.2,17.0,,,,,,,,1.61,,39.63,3.7,,,,,,,
559,1999,Minnesota,92.4,2.0,33.7,10.0,11.2,17.0,,,,,,,,2.68,,85.59,3.3,,,,,,,
